2022-01-01 02:06           slack            -
2022-01-01 04:48           flood          3.5
2022-01-01 08:06           slack            -
2022-01-01 11:06           ebb           -4.5
2022-01-01 14:42           slack            -
2022-01-01 17:30           flood          3.4
2022-01-01 20:36           slack            -
2022-01-01 23:30           ebb           -4.2
2022-01-02 03:00           slack            -
2022-01-02 05:48           flood          3.5
2022-01-02 09:00           slack            -
2022-01-02 12:00           ebb           -4.4
2022-01-02 15:42           slack            -
2022-01-02 18:30           flood          3.4
2022-01-02 21:36           slack            -
2022-01-03 00:24           ebb           -4.2
2022-01-03 04:00           slack            -
2022-01-03 06:42           flood          3.5
2022-01-03 09:54           slack            -
2022-01-03 13:00           ebb           -4.3
2022-01-03 16:36           slack            -
2022-01-03 19:30           flood          3.3
2022-01-03 22:30           slack            -
2022-01-04 01:24           ebb           -4.1
2022-01-04 04:54           slack            -
2022-01-04 07:48           flood          3.4
2022-01-04 10:54           slack            -
2022-01-04 14:12           ebb           -4.2
2022-01-04 17:30           slack            -
2022-01-04 20:30           flood          3.2
2022-01-04 23:24           slack            -
2022-01-05 02:30           ebb           -4.1
2022-01-05 05:48           slack            -
2022-01-05 08:48           flood          3.3
2022-01-05 11:54           slack            -
2022-01-05 15:12           ebb           -4.1
2022-01-05 18:30           slack            -
2022-01-05 21:36           flood          3.1
2022-01-06 00:18           slack            -
2022-01-06 03:30           ebb           -4.1
2022-01-06 06:48           slack            -
2022-01-06 10:00           flood          3.2
2022-01-06 12:54           slack            -
2022-01-06 16:12           ebb           -4.0
2022-01-06 19:24           slack            -
2022-01-06 22:42           flood          3.0
2022-01-07 01:12           slack            -
2022-01-07 04:30           ebb           -4.1
2022-01-07 07:42           slack            -
2022-01-07 11:12           flood          3.2
2022-01-07 13:48           slack            -
2022-01-07 17:12           ebb           -3.9
2022-01-07 20:24           slack            -
2022-01-07 23:48           flood          3.0
2022-01-08 02:12           slack            -
2022-01-08 05:30           ebb           -4.0
2022-01-08 08:42           slack            -
2022-01-08 12:18           flood          3.2
2022-01-08 14:48           slack            -
2022-01-08 18:18           ebb           -3.7
2022-01-08 21:18           slack            -
2022-01-09 00:48           flood          3.0
2022-01-09 03:06           slack            -
2022-01-09 06:36           ebb           -3.9
2022-01-09 09:42           slack            -
2022-01-09 13:12           flood          3.2
2022-01-09 15:42           slack            -
2022-01-09 19:18           ebb           -3.6
2022-01-09 22:18           slack            -
2022-01-10 01:42           flood          3.0
2022-01-10 04:00           slack            -
2022-01-10 07:42           ebb           -3.8
2022-01-10 10:42           slack            -
2022-01-10 14:06           flood          3.2
2022-01-10 16:36           slack            -
2022-01-10 20:12           ebb           -3.6
2022-01-10 23:12           slack            -
2022-01-11 02:30           flood          3.0
2022-01-11 04:54           slack            -
2022-01-11 08:42           ebb           -3.8
2022-01-11 11:42           slack            -
2022-01-11 15:00           flood          3.1
2022-01-11 17:30           slack            -
2022-01-11 21:12           ebb           -3.7
2022-01-12 00:06           slack            -
2022-01-12 03:24           flood          3.0
2022-01-12 05:48           slack            -
2022-01-12 09:36           ebb           -3.8
2022-01-12 12:30           slack            -
2022-01-12 15:54           flood          3.1
2022-01-12 18:18           slack            -
2022-01-12 22:00           ebb           -3.7
2022-01-13 00:48           slack            -
2022-01-13 04:18           flood          3.0
2022-01-13 06:42           slack            -
2022-01-13 10:24           ebb           -3.9
2022-01-13 13:18           slack            -
2022-01-13 16:42           flood          3.0
2022-01-13 19:06           slack            -
2022-01-13 22:42           ebb           -3.8
2022-01-14 01:36           slack            -
2022-01-14 05:00           flood          3.0
2022-01-14 07:24           slack            -
2022-01-14 11:06           ebb           -3.9
2022-01-14 14:00           slack            -
2022-01-14 17:24           flood          3.0
2022-01-14 19:48           slack            -
2022-01-14 23:18           ebb           -3.9
2022-01-15 02:12           slack            -
2022-01-15 05:36           flood          3.0
2022-01-15 08:06           slack            -
2022-01-15 11:42           ebb           -3.8
2022-01-15 14:42           slack            -
2022-01-15 17:54           flood          3.0
2022-01-15 20:30           slack            -
2022-01-15 23:48           ebb           -3.9
2022-01-16 02:54           slack            -
2022-01-16 06:00           flood          3.0
2022-01-16 08:48           slack            -
2022-01-16 12:12           ebb           -3.8
2022-01-16 15:18           slack            -
2022-01-16 18:18           flood          3.0
2022-01-16 21:06           slack            -
2022-01-17 00:06           ebb           -4.0
2022-01-17 03:30           slack            -
2022-01-17 06:12           flood          3.1
2022-01-17 09:24           slack            -
2022-01-17 12:30           ebb           -3.9
2022-01-17 15:54           slack            -
2022-01-17 18:36           flood          3.1
2022-01-17 21:42           slack            -
2022-01-18 00:36           ebb           -4.1
2022-01-18 04:06           slack            -
2022-01-18 06:42           flood          3.3
2022-01-18 10:00           slack            -
2022-01-18 12:54           ebb           -4.0
2022-01-18 16:30           slack            -
2022-01-18 19:06           flood          3.3
2022-01-18 22:18           slack            -
2022-01-19 01:12           ebb           -4.3
2022-01-19 04:42           slack            -
2022-01-19 07:18           flood          3.6
2022-01-19 10:42           slack            -
2022-01-19 13:30           ebb           -4.2
2022-01-19 17:12           slack            -
2022-01-19 19:42           flood          3.5
2022-01-19 23:00           slack            -
2022-01-20 01:54           ebb           -4.5
2022-01-20 05:24           slack            -
2022-01-20 07:54           flood          3.8
2022-01-20 11:18           slack            -
2022-01-20 14:12           ebb           -4.4
2022-01-20 17:48           slack            -
2022-01-20 20:24           flood          3.6
2022-01-20 23:42           slack            -
2022-01-21 02:36           ebb           -4.7
2022-01-21 06:06           slack            -
2022-01-21 08:36           flood          3.9
2022-01-21 12:00           slack            -
2022-01-21 14:54           ebb           -4.7
2022-01-21 18:36           slack            -
2022-01-21 21:06           flood          3.7
2022-01-22 00:24           slack            -
2022-01-22 03:18           ebb           -4.8
2022-01-22 06:48           slack            -
2022-01-22 09:24           flood          4.0
2022-01-22 12:48           slack            -
2022-01-22 15:42           ebb           -4.8
2022-01-22 19:18           slack            -
2022-01-22 21:54           flood          3.7
2022-01-23 01:12           slack            -
2022-01-23 04:00           ebb           -4.8
2022-01-23 07:36           slack            -
2022-01-23 10:12           flood          3.9
2022-01-23 13:36           slack            -
2022-01-23 16:24           ebb           -4.7
2022-01-23 20:06           slack            -
2022-01-23 22:42           flood          3.6
2022-01-24 02:00           slack            -
2022-01-24 04:48           ebb           -4.7
2022-01-24 08:30           slack            -
